2018, 10, 9, 10, 10, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 10, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 11, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 11, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 11, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 12, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 12, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 12, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 13, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 13, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 13, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 14, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 14, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 14, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 15, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 15, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 15, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 16, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 16, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 16, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 17, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 17, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 17, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 18, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 18, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 18, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 19, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 19, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 19, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 20, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 20, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 20, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 21, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 21, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 21, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 22, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 22, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 22, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 23, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 23, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 23, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 24, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 24, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 24, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 25, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 25, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 25, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 26, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 26, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 26, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 27, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 27, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 27, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 28, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 28, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 28, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 29, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 29, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 29, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 30, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 30, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 30, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 31, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 31, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 31, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 32, 0, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 32, 20, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 32, 40, 26.6, 130.0, 0.0, 190.0
2018, 10, 9, 10, 33, 0, 26.6, 130.0, 0.0, 190.0
